REL_PROFESIONALXPRESTADOR;;;;;*;;;;;;;;;;;
 ;30689632447;17;0;0;          ;;;;;;;;;;;
 ;30689632447;14;0;0;          ;;;;;;;;;;;
 ;30689632447;57;0;0;          ;;;;;;;;;;;
 ;30689632447;30;0;0;          ;;;;;;;;;;;
 ;30689632447;61;0;0;          ;;;;;;;;;;;
 ;30689632447;3;0;0;          ;;;;;;;;;;;
 ;30689632447;23;0;0;          ;;;;;;;;;;;
 ;30689632447;15;0;0;          ;;;;;;;;;;;
 ;30689632447;39;0;0;          ;;;;;;;;;;;
 ;30689632447;33;0;0;          ;;;;;;;;;;;
 ;30689632447;20;0;0;          ;;;;;;;;;;;
 ;30689632447;41;0;0;          ;;;;;;;;;;;
 ;30689632447;35;0;0;          ;;;;;;;;;;;
 ;30689632447;53;0;0;          ;;;;;;;;;;;
 ;30689632447;10;0;0;          ;;;;;;;;;;;
 ;30689632447;2;0;0;          ;;;;;;;;;;;
 ;30689632447;26;0;0;          ;;;;;;;;;;;
 ;30689632447;27;0;0;          ;;;;;;;;;;;
 ;30689632447;9;0;0;          ;;;;;;;;;;;
 ;30689632447;47;0;0;          ;;;;;;;;;;;
 ;30689632447;28;0;0;          ;;;;;;;;;;;
 ;30689632447;40;0;0;          ;;;;;;;;;;;
 ;30689632447;87;0;0;          ;;;;;;;;;;;
 ;30689632447;66;0;0;          ;;;;;;;;;;;
 ;30689632447;50;0;0;          ;;;;;;;;;;;
 ;30689632447;85;0;0;          ;;;;;;;;;;;
 ;30689632447;4;0;0;          ;;;;;;;;;;;
 ;30689632447;51;0;0;          ;;;;;;;;;;;
 ;30689632447;29;0;0;          ;;;;;;;;;;;
 ;30689632447;8;0;0;          ;;;;;;;;;;;
 ;30689632447;70;0;0;          ;;;;;;;;;;;
 ;30689632447;84;0;0;          ;;;;;;;;;;;
 ;30689632447;72;0;0;          ;;;;;;;;;;;
 ;30689632447;1;0;0;          ;;;;;;;;;;;
 ;30689632447;25;0;0;          ;;;;;;;;;;;
 ;30689632447;73;0;0;          ;;;;;;;;;;;
 ;30689632447;43;0;0;          ;;;;;;;;;;;
 ;30689632447;22;0;0;          ;;;;;;;;;;;
 ;30689632447;71;0;0;          ;;;;;;;;;;;
 ;30689632447;86;0;0;          ;;;;;;;;;;;
 ;30689632447;62;0;0;          ;;;;;;;;;;;
 ;30689632447;52;0;0;          ;;;;;;;;;;;
 ;30689632447;32;0;0;          ;;;;;;;;;;;
 ;30689632447;6;0;0;          ;;;;;;;;;;;
 ;30689632447;54;0;0;          ;;;;;;;;;;;
 ;30689632447;36;0;0;          ;;;;;;;;;;;
 ;30689632447;38;0;0;          ;;;;;;;;;;;
 ;30689632447;88;0;0;          ;;;;;;;;;;;
 ;30689632447;24;0;0;          ;;;;;;;;;;;
 ;30689632447;19;0;0;          ;;;;;;;;;;;
